full_text,case_folding,clean_review,normalization,token,stop_review,stem_review,prepos_text,polarity_score,polarity
BPOM Siapkan Regulasi untuk Pengawasan Review Skincare oleh Influencer https://t.co/KKpHmECE8A,bpom siapkan regulasi untuk pengawasan review skincare oleh influencer https://t.co/kkphmece8a,bpom siapkan regulasi untuk pengawasan review skincare oleh influencer ,bpom siapkan regulasi untuk pengawasan review skincare oleh influencer,"['bpom', 'siapkan', 'regulasi', 'untuk', 'pengawasan', 'review', 'skincare', 'oleh', 'influencer']","['bpom', 'siapkan', 'regulasi', 'pengawasan', 'review', 'skincare', 'influencer']",bpom siap regulasi awas review skincare influencer,"['bpom', 'siap', 'regulasi', 'awas', 'review', 'skincare', 'influencer']",2,1
"Industri skincare makin berkembang, tapi apakah semua produknya benar-benar aman? Pengusaha dan maklon wajib mematuhi standar keamanan demi melindungi konsumen dari bahan berbahaya dan klaim menyesatkan. BPOM dan pihak terkait harus lebih ketat dalam melakukan pengawasan! https://t.co/3RdTKqlrhu","industri skincare makin berkembang, tapi apakah semua produknya benar-benar aman? pengusaha dan maklon wajib mematuhi standar keamanan demi melindungi konsumen dari bahan berbahaya dan klaim menyesatkan. bpom dan pihak terkait harus lebih ketat dalam melakukan pengawasan! https://t.co/3rdtkqlrhu",industri skincare makin berkembang tapi apakah semua produknya benar aman pengusaha dan maklon wajib mematuhi standar keamanan demi melindungi konsumen dari bahan berbahaya dan klaim menyesatkan bpom dan pihak terkait harus lebih ketat dalam melakukan pengawasan ,industri skincare makin berkembang tapi apakah semua produknya benar aman pengusaha dan maklon wajib mematuhi standar keamanan demi melindungi konsumen dari bahan berbahaya dan klaim menyesatkan bpom dan pihak terkait harus lebih ketat dalam melakukan pengawasan,"['industri', 'skincare', 'makin', 'berkembang', 'tapi', 'apakah', 'semua', 'produknya', 'benar', 'aman', 'pengusaha', 'dan', 'maklon', 'wajib', 'mematuhi', 'standar', 'keamanan', 'demi', 'melindungi', 'konsumen', 'dari', 'bahan', 'berbahaya', 'dan', 'klaim', 'menyesatkan', 'bpom', 'dan', 'pihak', 'terkait', 'harus', 'lebih', 'ketat', 'dalam', 'melakukan', 'pengawasan']","['industri', 'skincare', 'berkembang', 'produknya', 'aman', 'pengusaha', 'maklon', 'wajib', 'mematuhi', 'standar', 'keamanan', 'melindungi', 'konsumen', 'bahan', 'berbahaya', 'klaim', 'menyesatkan', 'bpom', 'terkait', 'ketat', 'pengawasan']",industri skincare kembang produk aman usaha maklon wajib patuh standar aman lindung konsumen bahan bahaya klaim sesat bpom kait ketat awas,"['industri', 'skincare', 'kembang', 'produk', 'aman', 'usaha', 'maklon', 'wajib', 'patuh', 'standar', 'aman', 'lindung', 'konsumen', 'bahan', 'bahaya', 'klaim', 'sesat', 'bpom', 'kait', 'ketat', 'awas']",-6,-1
"Skincare yang dibuat khusus untuk mengatasi Bekas Jerawat.
Dengan bahan-bahan yang aman digunakan untuk kulit.
-NO HYDROQUINONE, NO MERCURY
-NO FRAGRANCE
-DERMATOLOGICALLY TESTED
-Teruji secara klinis di bawah pengawasan dokter SpKK
-HALAL
-BPOM https://t.co/9wg5a6KxIw","skincare yang dibuat khusus untuk mengatasi bekas jerawat.
dengan bahan-bahan yang aman digunakan untuk kulit.
-no hydroquinone, no mercury
-no fragrance
-dermatologically tested
-teruji secara klinis di bawah pengawasan dokter spkk
-halal
-bpom https://t.co/9wg5a6kxiw",skincare yang dibuat khusus untuk mengatasi bekas jerawat dengan bahan yang aman digunakan untuk kulit no hydroquinone no mercury no fragrance dermatologically tested teruji secara klinis di bawah pengawasan dokter spkk halal bpom ,skincare yang dibuat khusus untuk mengatasi bekas jerawat dengan bahan yang aman digunakan untuk kulit no hydroquinone no mercury no fragrance dermatologically tested teruji secara klinis di bawah pengawasan dokter spkk halal bpom,"['skincare', 'yang', 'dibuat', 'khusus', 'untuk', 'mengatasi', 'bekas', 'jerawat', 'dengan', 'bahan', 'yang', 'aman', 'digunakan', 'untuk', 'kulit', 'no', 'hydroquinone', 'no', 'mercury', 'no', 'fragrance', 'dermatologically', 'tested', 'teruji', 'secara', 'klinis', 'di', 'bawah', 'pengawasan', 'dokter', 'spkk', 'halal', 'bpom']","['skincare', 'khusus', 'mengatasi', 'bekas', 'jerawat', 'bahan', 'aman', 'kulit', 'no', 'hydroquinone', 'no', 'mercury', 'no', 'fragrance', 'dermatologically', 'tested', 'teruji', 'klinis', 'pengawasan', 'dokter', 'spkk', 'halal', 'bpom']",skincare khusus atas bekas jerawat bahan aman kulit no hydroquinone no mercury no fragrance dermatologically tested uji klinis awas dokter spkk halal bpom,"['skincare', 'khusus', 'atas', 'bekas', 'jerawat', 'bahan', 'aman', 'kulit', 'no', 'hydroquinone', 'no', 'mercury', 'no', 'fragrance', 'dermatologically', 'tested', 'uji', 'klinis', 'awas', 'dokter', 'spkk', 'halal', 'bpom']",-7,-1
"#Repost @bpom_ri
...
MAFIA SKINCARE #SahabatBPOM, BPOM merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. Berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan + https://t.co/D2Wyjm4Qof","#repost @bpom_ri
...
mafia skincare #sahabatbpom, bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan + https://t.co/d2wyjm4qof", mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan ,mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan,"['mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'mengenai', 'viralnya', 'pemberitaan', 'di', 'media', 'yang', 'menyebutkan', 'adanya', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'yang', 'bersifat', 'sistemik', 'sehingga', 'menimbulkan', 'risiko', 'penurunan']","['mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'viralnya', 'pemberitaan', 'media', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'bersifat', 'sistemik', 'menimbulkan', 'risiko', 'penurunan']",mafia skincare bpom rilis jelas viralnya berita media mafia skincare dasar hasil awas temu langgar ulang sifat sistemik timbul risiko turun,"['mafia', 'skincare', 'bpom', 'rilis', 'jelas', 'viralnya', 'berita', 'media', 'mafia', 'skincare', 'dasar', 'hasil', 'awas', 'temu', 'langgar', 'ulang', 'sifat', 'sistemik', 'timbul', 'risiko', 'turun']",-15,-1
"#Repost @bpom_ri ——
MAFIA SKINCARE #SahabatBPOM, BPOM merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. Berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan https://t.co/xYT3flEUwC","#repost @bpom_ri ——
mafia skincare #sahabatbpom, bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan https://t.co/xyt3fleuwc", mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan ,mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan,"['mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'mengenai', 'viralnya', 'pemberitaan', 'di', 'media', 'yang', 'menyebutkan', 'adanya', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'yang', 'bersifat', 'sistemik', 'sehingga', 'menimbulkan', 'risiko', 'penurunan']","['mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'viralnya', 'pemberitaan', 'media', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'bersifat', 'sistemik', 'menimbulkan', 'risiko', 'penurunan']",mafia skincare bpom rilis jelas viralnya berita media mafia skincare dasar hasil awas temu langgar ulang sifat sistemik timbul risiko turun,"['mafia', 'skincare', 'bpom', 'rilis', 'jelas', 'viralnya', 'berita', 'media', 'mafia', 'skincare', 'dasar', 'hasil', 'awas', 'temu', 'langgar', 'ulang', 'sifat', 'sistemik', 'timbul', 'risiko', 'turun']",-15,-1
"Harus Tau Skincare Beretiket Biru, Tidak Dapat Digunakan Bebas, Perlu Konsultasi 𝑺𝒆𝒃𝒖𝒂𝒉 𝑼𝒕𝒂𝒔 Skincare beretiket biru perlu resep dokter &amp; risiko penggunaan tanpa pengawasan. #AreaPintar #areapintartrust #Skincare #EtiketBiru #Konsultasi #Dokter #Keamanan #Kulit #BPOM https://t.co/qgphs0fMgE","harus tau skincare beretiket biru, tidak dapat digunakan bebas, perlu konsultasi 𝑺𝒆𝒃𝒖𝒂𝒉 𝑼𝒕𝒂𝒔 skincare beretiket biru perlu resep dokter &amp; risiko penggunaan tanpa pengawasan. #areapintar #areapintartrust #skincare #etiketbiru #konsultasi #dokter #keamanan #kulit #bpom https://t.co/qgphs0fmge",harus tau skincare beretiket biru tidak dapat digunakan bebas perlu konsultasi skincare beretiket biru perlu resep dokter amp risiko penggunaan tanpa pengawasan ,harus tau skincare beretiket biru tidak dapat digunakan bebas perlu konsultasi skincare beretiket biru perlu resep dokter amp risiko penggunaan tanpa pengawasan,"['harus', 'tau', 'skincare', 'beretiket', 'biru', 'tidak', 'dapat', 'digunakan', 'bebas', 'perlu', 'konsultasi', 'skincare', 'beretiket', 'biru', 'perlu', 'resep', 'dokter', 'amp', 'risiko', 'penggunaan', 'tanpa', 'pengawasan']","['skincare', 'beretiket', 'biru', 'bebas', 'konsultasi', 'skincare', 'beretiket', 'biru', 'resep', 'dokter', 'risiko', 'penggunaan', 'pengawasan']",skincare etiket biru bebas konsultasi skincare etiket biru resep dokter risiko guna awas,"['skincare', 'etiket', 'biru', 'bebas', 'konsultasi', 'skincare', 'etiket', 'biru', 'resep', 'dokter', 'risiko', 'guna', 'awas']",1,1
"#SahabatBPOM, BPOM merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. Berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan mutu yang mempengaruhi keamanan produk. https://t.co/Jv1D86nRT6","#sahabatbpom, bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan mutu yang mempengaruhi keamanan produk. https://t.co/jv1d86nrt6", bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan mutu yang mempengaruhi keamanan produk ,bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan risiko penurunan mutu yang mempengaruhi keamanan produk,"['bpom', 'merilis', 'penjelasan', 'mengenai', 'viralnya', 'pemberitaan', 'di', 'media', 'yang', 'menyebutkan', 'adanya', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'yang', 'bersifat', 'sistemik', 'sehingga', 'menimbulkan', 'risiko', 'penurunan', 'mutu', 'yang', 'mempengaruhi', 'keamanan', 'produk']","['bpom', 'merilis', 'penjelasan', 'viralnya', 'pemberitaan', 'media', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'bersifat', 'sistemik', 'menimbulkan', 'risiko', 'penurunan', 'mutu', 'mempengaruhi', 'keamanan', 'produk']",bpom rilis jelas viralnya berita media mafia skincare dasar hasil awas temu langgar ulang sifat sistemik timbul risiko turun mutu pengaruh aman produk,"['bpom', 'rilis', 'jelas', 'viralnya', 'berita', 'media', 'mafia', 'skincare', 'dasar', 'hasil', 'awas', 'temu', 'langgar', 'ulang', 'sifat', 'sistemik', 'timbul', 'risiko', 'turun', 'mutu', 'pengaruh', 'aman', 'produk']",-4,-1
"Posted @withregram • @bpom_ri MAFIA SKINCARE #SahabatBPOM, BPOM merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. Berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan https://t.co/kdNM0tTl9E","posted @withregram • @bpom_ri mafia skincare #sahabatbpom, bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare. berdasarkan hasil pengawasan, ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan https://t.co/kdnm0ttl9e",posted mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan ,posted mafia skincare bpom merilis penjelasan mengenai viralnya pemberitaan di media yang menyebutkan adanya mafia skincare berdasarkan hasil pengawasan ditemukan pelanggaran berulang yang bersifat sistemik sehingga menimbulkan,"['posted', 'mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'mengenai', 'viralnya', 'pemberitaan', 'di', 'media', 'yang', 'menyebutkan', 'adanya', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'yang', 'bersifat', 'sistemik', 'sehingga', 'menimbulkan']","['posted', 'mafia', 'skincare', 'bpom', 'merilis', 'penjelasan', 'viralnya', 'pemberitaan', 'media', 'mafia', 'skincare', 'berdasarkan', 'hasil', 'pengawasan', 'ditemukan', 'pelanggaran', 'berulang', 'bersifat', 'sistemik', 'menimbulkan']",posted mafia skincare bpom rilis jelas viralnya berita media mafia skincare dasar hasil awas temu langgar ulang sifat sistemik timbul,"['posted', 'mafia', 'skincare', 'bpom', 'rilis', 'jelas', 'viralnya', 'berita', 'media', 'mafia', 'skincare', 'dasar', 'hasil', 'awas', 'temu', 'langgar', 'ulang', 'sifat', 'sistemik', 'timbul']",-10,-1
"Brand korea yg murah meriah tp vegan dan bagus itu mary and may (ada di oren), kl mau lbh middle price bs coba missha (ini bukan vegan yah) blm ada yg gagal selama ini beli 2 brand itu.. pengawasan skincare di korea tampaknya lbh ketat dibanding bpom sini jd lbh aman coba2","brand korea yg murah meriah tp vegan dan bagus itu mary and may (ada di oren), kl mau lbh middle price bs coba missha (ini bukan vegan yah) blm ada yg gagal selama ini beli 2 brand itu.. pengawasan skincare di korea tampaknya lbh ketat dibanding bpom sini jd lbh aman coba2",brand korea yg murah meriah tp vegan dan bagus itu mary and may ada di oren kl mau lbh middle price bs coba missha ini bukan vegan yah blm ada yg gagal selama ini beli brand itu pengawasan skincare di korea tampaknya lbh ketat dibanding bpom sini jd lbh aman coba ,brand korea yang murah meriah tapi vegan dan bagus itu mary and mau ada di oren kalo mau lebih middle price bisa coba missha ini bukan vegan ya belum ada yang gagal selama ini beli brand itu pengawasan skincare di korea tampaknya lebih ketat dibanding bpom sini jadi lebih aman coba,"['brand', 'korea', 'yang', 'murah', 'meriah', 'tapi', 'vegan', 'dan', 'bagus', 'itu', 'mary', 'and', 'mau', 'ada', 'di', 'oren', 'kalo', 'mau', 'lebih', 'middle', 'price', 'bisa', 'coba', 'missha', 'ini', 'bukan', 'vegan', 'ya', 'belum', 'ada', 'yang', 'gagal', 'selama', 'ini', 'beli', 'brand', 'itu', 'pengawasan', 'skincare', 'di', 'korea', 'tampaknya', 'lebih', 'ketat', 'dibanding', 'bpom', 'sini', 'jadi', 'lebih', 'aman', 'coba']","['brand', 'korea', 'murah', 'meriah', 'vegan', 'bagus', 'mary', 'and', 'oren', 'middle', 'price', 'coba', 'missha', 'vegan', 'gagal', 'beli', 'brand', 'pengawasan', 'skincare', 'korea', 'ketat', 'dibanding', 'bpom', 'aman', 'coba']",brand korea murah riah vegan bagus mary and oren middle price coba missha vegan gagal beli brand awas skincare korea ketat banding bpom aman coba,"['brand', 'korea', 'murah', 'riah', 'vegan', 'bagus', 'mary', 'and', 'oren', 'middle', 'price', 'coba', 'missha', 'vegan', 'gagal', 'beli', 'brand', 'awas', 'skincare', 'korea', 'ketat', 'banding', 'bpom', 'aman', 'coba']",-3,-1
"Tindak tegas mafia skincare yang beredar di Indonesia, jangan adalagi masyarakat yang menjadi korban skincare etiket biru yang tanpa pengawasan dari BPOM , heni sagara https://t.co/IHi5orZigd","tindak tegas mafia skincare yang beredar di indonesia, jangan adalagi masyarakat yang menjadi korban skincare etiket biru yang tanpa pengawasan dari bpom , heni sagara https://t.co/ihi5orzigd",tindak tegas mafia skincare yang beredar di indonesia jangan adalagi masyarakat yang menjadi korban skincare etiket biru yang tanpa pengawasan dari bpom heni sagara ,tindak tegas mafia skincare yang beredar di indonesia jangan adalagi masyarakat yang menjadi korban skincare etiket biru yang tanpa pengawasan dari bpom heni sagara,"['tindak', 'tegas', 'mafia', 'skincare', 'yang', 'beredar', 'di', 'indonesia', 'jangan', 'adalagi', 'masyarakat', 'yang', 'menjadi', 'korban', 'skincare', 'etiket', 'biru', 'yang', 'tanpa', 'pengawasan', 'dari', 'bpom', 'heni', 'sagara']","['tindak', 'mafia', 'skincare', 'beredar', 'indonesia', 'adalagi', 'masyarakat', 'korban', 'skincare', 'etiket', 'biru', 'pengawasan', 'bpom', 'heni', 'sagara']",tindak mafia skincare edar indonesia adalagi masyarakat korban skincare etiket biru awas bpom heni sagara,"['tindak', 'mafia', 'skincare', 'edar', 'indonesia', 'adalagi', 'masyarakat', 'korban', 'skincare', 'etiket', 'biru', 'awas', 'bpom', 'heni', 'sagara']",-6,-1
BPOM Perketat Pengawasan Skincare Overclaim: Izin Bisa Dicabut https://t.co/zYBXRpjHfX #TempoBisnis,bpom perketat pengawasan skincare overclaim: izin bisa dicabut https://t.co/zybxrpjhfx #tempobisnis,bpom perketat pengawasan skincare overclaim izin bisa dicabut ,bpom perketat pengawasan skincare overclaim izin bisa dicabut,"['bpom', 'perketat', 'pengawasan', 'skincare', 'overclaim', 'izin', 'bisa', 'dicabut']","['bpom', 'perketat', 'pengawasan', 'skincare', 'overclaim', 'izin', 'dicabut']",bpom ketat awas skincare overclaim izin cabut,"['bpom', 'ketat', 'awas', 'skincare', 'overclaim', 'izin', 'cabut']",-11,-1
Badan Pengawasan Obat dan Makanan (BPOM) menyatakan pihaknya akan menarik izin edar produk skincare lokal yang overclaim. https://t.co/KwdOgGNlPm,badan pengawasan obat dan makanan (bpom) menyatakan pihaknya akan menarik izin edar produk skincare lokal yang overclaim. https://t.co/kwdoggnlpm,badan pengawasan obat dan makanan bpom menyatakan pihaknya akan menarik izin edar produk skincare lokal yang overclaim ,badan pengawasan obat dan makanan bpom menyatakan pihaknya akan menarik izin edar produk skincare lokal yang overclaim,"['badan', 'pengawasan', 'obat', 'dan', 'makanan', 'bpom', 'menyatakan', 'pihaknya', 'akan', 'menarik', 'izin', 'edar', 'produk', 'skincare', 'lokal', 'yang', 'overclaim']","['badan', 'pengawasan', 'obat', 'makanan', 'bpom', 'menarik', 'izin', 'edar', 'produk', 'skincare', 'lokal', 'overclaim']",badan awas obat makan bpom tarik izin edar produk skincare lokal overclaim,"['badan', 'awas', 'obat', 'makan', 'bpom', 'tarik', 'izin', 'edar', 'produk', 'skincare', 'lokal', 'overclaim']",-2,-1
"dari setiap unsur pentahelix (pemerintah, akademisi, pelaku usaha, masyarakat atau komunitas, dan media). BPOM mengharapkan asosiasi profesi ini berpartisipasi aktif dalam menindaklanjuti hasil pengawasan skincare beretiket biru yang tidak sesuai ketentuan.","dari setiap unsur pentahelix (pemerintah, akademisi, pelaku usaha, masyarakat atau komunitas, dan media). bpom mengharapkan asosiasi profesi ini berpartisipasi aktif dalam menindaklanjuti hasil pengawasan skincare beretiket biru yang tidak sesuai ketentuan.",dari setiap unsur pentahelix pemerintah akademisi pelaku usaha masyarakat atau komunitas dan media bpom mengharapkan asosiasi profesi ini berpartisipasi aktif dalam menindaklanjuti hasil pengawasan skincare beretiket biru yang tidak sesuai ketentuan ,dari setiap unsur pentahelix pemerintah akademisi pelaku usaha masyarakat atau komunitas dan media bpom mengharapkan asosiasi profesi ini berpartisipasi aktif dalam menindaklanjuti hasil pengawasan skincare beretiket biru yang tidak sesuai ketentuan,"['dari', 'setiap', 'unsur', 'pentahelix', 'pemerintah', 'akademisi', 'pelaku', 'usaha', 'masyarakat', 'atau', 'komunitas', 'dan', 'media', 'bpom', 'mengharapkan', 'asosiasi', 'profesi', 'ini', 'berpartisipasi', 'aktif', 'dalam', 'menindaklanjuti', 'hasil', 'pengawasan', 'skincare', 'beretiket', 'biru', 'yang', 'tidak', 'sesuai', 'ketentuan']","['unsur', 'pentahelix', 'pemerintah', 'akademisi', 'pelaku', 'usaha', 'masyarakat', 'komunitas', 'media', 'bpom', 'mengharapkan', 'asosiasi', 'profesi', 'berpartisipasi', 'aktif', 'menindaklanjuti', 'hasil', 'pengawasan', 'skincare', 'beretiket', 'biru', 'sesuai', 'ketentuan']",unsur pentahelix perintah akademisi laku usaha masyarakat komunitas media bpom harap asosiasi profesi partisipasi aktif menindaklanjuti hasil awas skincare etiket biru sesuai tentu,"['unsur', 'pentahelix', 'perintah', 'akademisi', 'laku', 'usaha', 'masyarakat', 'komunitas', 'media', 'bpom', 'harap', 'asosiasi', 'profesi', 'partisipasi', 'aktif', 'menindaklanjuti', 'hasil', 'awas', 'skincare', 'etiket', 'biru', 'sesuai', 'tentu']",1,1
"TERTIBKAN SKINCARE ETIKET BIRU #SahabatBPOM, BPOM temukan peredaran skincare beretiket biru secara tidak bertanggung jawab di tengah masyarakat tanpa ada pengawasan atau peresepan dari dokter. https://t.co/CqZZnoKuMw","tertibkan skincare etiket biru #sahabatbpom, bpom temukan peredaran skincare beretiket biru secara tidak bertanggung jawab di tengah masyarakat tanpa ada pengawasan atau peresepan dari dokter. https://t.co/cqzznokumw",tertibkan skincare etiket biru bpom temukan peredaran skincare beretiket biru secara tidak bertanggung jawab di tengah masyarakat tanpa ada pengawasan atau peresepan dari dokter ,tertibkan skincare etiket biru bpom temukan peredaran skincare beretiket biru secara tidak bertanggung jawab di tengah masyarakat tanpa ada pengawasan atau peresepan dari dokter,"['tertibkan', 'skincare', 'etiket', 'biru', 'bpom', 'temukan', 'peredaran', 'skincare', 'beretiket', 'biru', 'secara', 'tidak', 'bertanggung', 'jawab', 'di', 'tengah', 'masyarakat', 'tanpa', 'ada', 'pengawasan', 'atau', 'peresepan', 'dari', 'dokter']","['tertibkan', 'skincare', 'etiket', 'biru', 'bpom', 'temukan', 'peredaran', 'skincare', 'beretiket', 'biru', 'bertanggung', 'masyarakat', 'pengawasan', 'peresepan', 'dokter']",tertib skincare etiket biru bpom temu edar skincare etiket biru tanggung masyarakat awas resep dokter,"['tertib', 'skincare', 'etiket', 'biru', 'bpom', 'temu', 'edar', 'skincare', 'etiket', 'biru', 'tanggung', 'masyarakat', 'awas', 'resep', 'dokter']",8,1
"Etiket biru pada obat adalah penanda obat luar seperti salep, krim, dan lainnya yang diberikan oleh dokter sesuai dengan kondisi pasien. Berdasarkan keterangan BPOM, skincare yang disita diberi tambahan obat keras dan diproduksi secara massal tanpa resep atau pengawasan dokter. https://t.co/TGOtRs4TMS","etiket biru pada obat adalah penanda obat luar seperti salep, krim, dan lainnya yang diberikan oleh dokter sesuai dengan kondisi pasien. berdasarkan keterangan bpom, skincare yang disita diberi tambahan obat keras dan diproduksi secara massal tanpa resep atau pengawasan dokter. https://t.co/tgotrs4tms",etiket biru pada obat adalah penanda obat luar seperti salep krim dan lainnya yang diberikan oleh dokter sesuai dengan kondisi pasien berdasarkan keterangan bpom skincare yang disita diberi tambahan obat keras dan diproduksi secara massal tanpa resep atau pengawasan dokter ,etiket biru pada obat adalah penanda obat luar seperti salep krim dan lainnya yang diberikan oleh dokter sesuai dengan kondisi pasien berdasarkan keterangan bpom skincare yang disita diberi tambahan obat keras dan diproduksi secara massal tanpa resep atau pengawasan dokter,"['etiket', 'biru', 'pada', 'obat', 'adalah', 'penanda', 'obat', 'luar', 'seperti', 'salep', 'krim', 'dan', 'lainnya', 'yang', 'diberikan', 'oleh', 'dokter', 'sesuai', 'dengan', 'kondisi', 'pasien', 'berdasarkan', 'keterangan', 'bpom', 'skincare', 'yang', 'disita', 'diberi', 'tambahan', 'obat', 'keras', 'dan', 'diproduksi', 'secara', 'massal', 'tanpa', 'resep', 'atau', 'pengawasan', 'dokter']","['etiket', 'biru', 'obat', 'penanda', 'obat', 'salep', 'krim', 'dokter', 'sesuai', 'kondisi', 'pasien', 'berdasarkan', 'keterangan', 'bpom', 'skincare', 'disita', 'tambahan', 'obat', 'keras', 'diproduksi', 'massal', 'resep', 'pengawasan', 'dokter']",etiket biru obat tanda obat salep krim dokter sesuai kondisi pasien dasar terang bpom skincare sita tambah obat keras produksi massal resep awas dokter,"['etiket', 'biru', 'obat', 'tanda', 'obat', 'salep', 'krim', 'dokter', 'sesuai', 'kondisi', 'pasien', 'dasar', 'terang', 'bpom', 'skincare', 'sita', 'tambah', 'obat', 'keras', 'produksi', 'massal', 'resep', 'awas', 'dokter']",-1,-1
